tx_title,phrase_id,v,sentence,translation
Hombre-que-come-elote,T52_P148,en,"Entons maq ni'j xen taq man q li,+","Entonces los otors hici, y ese nuestro: (dijerón) *"
Hombre-que-come-elote,T52_P151,koj,"ri' maq atz'iq xkoj,+",Esas ropas uso.
Hombre-que-come-elote,T52_P156,chap,maj taq chapik jnon li ya alayre pwes.+,Comenzaron agarrarlo asi ya en el aire pues.
Hombre-que-come-elote,T52_P170,t'oj,"Kwando xt'oj taq jun ray re,+",Cuando le tirarón un rayo a él.
Hombre-que-come-elote,T52_P174,iij,Antonses xiij taq ke ya xani'n.+,Entonces ellos dijeron que ya murio.
Hombre-que-come-elote,T52_P174,an,Antonses xiij taq ke ya xani'n.+,Entonces ellos dijeron que ya murio.
Hombre-que-come-elote,T52_P177,k'is,Kla' qe xk'is man ral istoriya.+,Allí nadamas terminó la historia.
Mujer-con-nawal,T54_P9,taq,kaa bes kwand titaqsajk.+,Cada ves cuando lo mandan.
Mujer-con-nawal,T54_P10,koj,"Ta' tkojon chuch jchuuch,+",No obedece a su mamá.
Mujer-con-nawal,T54_P11,koj,ni ta' tkojon chuch jqaaj.+,Y no respeta a sus papás.
Mujer-con-nawal,T54_P17,taq,"I baa titaqsaj, titaqsaj anm ri.+",Y va de mandar demandar esa mujer.
Mujer-con-nawal,T54_P17,taq,"I baa titaqsaj, titaqsaj anm ri.+",Y va de mandar demandar esa mujer.
Mujer-con-nawal,T54_P18,koj,"I kita' tikojoon,+",Y no obedece.
Mujer-con-nawal,T54_P19,ij,xaq derepent xijsaj re jun welte.+,Derrepente le dijeron a ella una ves.
Mujer-con-nawal,T54_P20,ben,"Aat lajori tib'ab'ene' tal kosa,+",Vos ahora vas hacer tal cosa.
Mujer-con-nawal,T54_P21,yu'tza,xyu'tzajch.+,Le dijeron.
Mujer-con-nawal,T54_P24,b'e,"No loke kosa tb'ab'ene' lajori,+",No lo que la cosa que vas hacer ahora.
Mujer-con-nawal,T54_P25,tzak,tb'a tzeke' jun b'o'j kinaq'.+,Vas ir a cocer una olla de frijoles.
Mujer-con-nawal,T54_P28,b'an,"Ay neen ku' moo jtzekik tanb'an,+",Hay que modo cocer lo hago. (como cocerlo pues)
Mujer-con-nawal,T54_P31,ye',"ri' tb'aye' juun, juun juj tajkiil re,+",Si le vas a dejar un un mandado a ella.
Mujer-con-nawal,T54_P36,il,"O atnika' atilw neen, neen moo tab'an.+",O tú miras pues que modo bas hacer.
Mujer-con-nawal,T54_P37,u'tzaj,"Tu'tzaj jwi'l jqaaj,+",Le dijo por su papá.
Mujer-con-nawal,T54_P41,taw,Si no ke mas ke xtaw rk'i juj tiit'.+,Si no que mas que llego con una su abuelita.
Mujer-con-nawal,T54_P44,b'an,"Tiit' neen moo tinb'an cha' nikare,+",Abuela por que haces le dijo.
Mujer-con-nawal,T54_P46,ij,"A... xaq derepent xij, xij jtiit' re.+",A solo derepente dijo dijo su abuela a ella.
Mujer-con-nawal,T54_P46,ij,"A... xaq derepent xij, xij jtiit' re.+",A solo derepente dijo dijo su abuela a ella.
Mujer-con-nawal,T54_P48,tzak,ri' tatzek jun rajb'aq'wich ra kinaq',eso coces un granito de frijol le dijerón.
Mujer-con-nawal,T54_P51,tzaq,"Kita' tatzaq ni kib',+",No hechas ni dos.
Mujer-con-nawal,T54_P55,tzek,"Si no ke juun qe tatzek xutzaj,+",Si no que uno nada mas le dijerón.
Mujer-con-nawal,T54_P57,ta',"Toxex, toxex xta... ra anm li jb'iij Lupaa.+",Entonces entonces escucho la mujercita que se llama guadalupe.
Mujer-con-nawal,T54_P67,b'an,"Noo lajori tinb'an mejor,+",No ahora loque boy hacer mejor.
Mujer-con-nawal,T54_P68,k'am,"ri' tink'am b'i juun, juun, juun job' jb'aq'wich.+",Si yo llevo unos unos unos cinco granitos.
Mujer-con-nawal,T54_P69,ch'aj,"I ri' li tinch'aje',+",Y eso es lo que voy a labar.
Mujer-con-nawal,T54_P87,b'an,neen k'u moo ri tinb'an.+,Que modo puedo hacer.
Mujer-con-nawal,T54_P96,b'an,Pero iin neen moo tinb'an.+,Pero yo que modo puedo hacer.
Mujer-con-nawal,T54_P108,taw,"Xaq derefente xtaw kla'. Kita', kita' re,+",Solo derepente llego allí y no no esta ella.
Mujer-con-nawal,T54_P111,b'iix,i baa b'iis i baa b'iixon tren.+,Y va de tristear y va de cantar estaba.
Mujer-con-nawal,T54_P112,kuxta,"Xaq derefente xkuxtaj jwi'l,+",Solo derepente se recordó.
Mujer-con-nawal,T54_P113,ye',wi' b'a juj tajkiil xye'saj.+,Tenia un su mandado que le dejaron.
Mujer-con-nawal,T54_P115,ye',Chaq derefente xye'saj juj tajkiil.+,Solo derepente le dieron un mandado.
Mujer-con-nawal,T54_P116,tzak,"Ke twa'x li, li, li ke tb'e li tzakow kinaq'.+",Que se quede en en en que se va a cocinar frijol.
Mujer-con-nawal,T54_P118,tzek,"mejor antes, antes ke inb'e li tzekow kinaq',+",Mejor antes antes que me vaya a cocer frijol.
Mujer-con-nawal,T54_P120,b'an,"Mejor tinb'an b'i ra witiin,+",Mejor me hago mi baño.
Mujer-con-nawal,T54_P126,taw,"Derefente xtaw li,+",Derepente llego en.
Mujer-con-nawal,T54_P127,taw,xtaw li jun li.+,Llego en uno de esos.
Mujer-con-nawal,T54_P128,k'om,"Per kita' inxab'oon k'omolch inwi'l,+",Pero no traigo jabon.
Mujer-con-nawal,T54_P139,mol,"Toses xmol k'iy,+",Entoces junto bastantes.
Mujer-con-nawal,T54_P140,mol,"xmol,+",Juntar.
Mujer-con-nawal,T54_P141,mol,"xmola' jun ra mutzaj,+",Juntó un puño.
Mujer-con-nawal,T54_P142,mol,xmol pwes xok chij b'aqik jb'aa la'.+,Juntó pues y empezó a enjuagarse la cabeza con ella.
Mujer-con-nawal,T54_P150,en,I derefent xentaj ritin jwi'l.+,Y derepente termino de bañarce.
Mujer-con-nawal,T54_P151,en,"Baay xentaj ritin jwi'l,+",Baya termino de bañarce.
Mujer-con-nawal,T54_P154,cha',i baa ch'opiin chaq tren cha'.+,Y va de brincar estaba dice.
Mujer-con-nawal,T54_P158,taw,I derepente xtaw chij yolik+,Y derepente llego a contar.
Mujer-con-nawal,T54_P160,en,"I kwand xaq derepent xen mejor, mejor tinb'ane' na intajkiil,+",Y como solo tan derepente hizo mejor mejor hago mi mandado.
Mujer-con-nawal,T54_P165,taw,I... derepent xtaw+,Y derepente llego.
Mujer-con-nawal,T54_P167,en,x... xen ji'non li jo' xek'.+,Y lo que hizo se fue corriendo.
Mujer-con-nawal,T54_P168,tzak,"Xij tzake' ra kinaq' mejor,+",Fue a cocer su frijolito.
Mujer-con-nawal,T54_P169,tzek,xtzek.+,lo cocio.
Mujer-con-nawal,T54_P170,íj,I xijsaj re ke juun qe raj b'aq'wich tijtzek.+,Y le dijerón a ella que un solo granito tiene que cocer.
Mujer-con-nawal,T54_P172,tzek,xaq derepente xtzeksaj.+,Solo derepente cocierón.
Mujer-con-nawal,T54_P173,ij,Derepente juun qe ra jb'aq'wich kinaq' tijtzek xijsaj re.+,Derepente un solo granito de frijol lo coces le dijeron a ella.
Mujer-con-nawal,T54_P174,ij,I derepente xijsaj re ke re xye'saj jtajkiil+,Y derepente le dijeron a ella que solo le dieron el mandado.
Mujer-con-nawal,T54_P174,ye',I derepente xijsaj re ke re xye'saj jtajkiil+,Y derepente le dijeron a ella que solo le dieron el mandado.
Mujer-con-nawal,T54_P176,tzek,I kesi ke re tzekikqe chi job' jb'aq'wich xen.+,Y que si que ella cocio los cinco granitos.
Mujer-con-nawal,T54_P176,en,I kesi ke re tzekikqe chi job' jb'aq'wich xen.+,Y que si que ella cocio los cinco granitos.
Mujer-con-nawal,T54_P177,muláj,"I xaq derepente, derepente xmulajch rib' ra, ra, ra tiko'n chuch.+",Y solo derepente derepente se amontono su fruta en frente.
Mujer-con-nawal,T54_P179,en,"Total ke ta' chki' xen ra, ra, ra, ra b'o'j chuch.+",Total que ya no alcanzó su su su su olla enfrente.
Mujer-con-nawal,T54_P182,k'at,I xk'at ra kinaq'.+,Y se quemo el frijol.
Mujer-con-nawal,T54_P183,k'at,Despwes de ke xk'at ra kinaq'.+,Despues de que se quemo el frijol.
Mujer-con-nawal,T54_P186,k'at,Ya xk'ati' ra kinaq'+,Ya se quemó el frijolito.
Mujer-con-nawal,T54_P191,xata',Neen xata' aat.+,Que le paso a usted.
Mujer-con-nawal,T54_P192,k'at,"Pwes inxk'at inkinaq',+",Pues a mi se me quemo mi frijol.
Mujer-con-nawal,T54_P196,ij,"I noo xijsaj chawe ke xaq juun qe,+",Y no te dijeron que solo uno.
Mujer-con-nawal,T54_P197,tzek,xaq juun qe tatzek.+,solamente uno tienes que cocer.
Mujer-con-nawal,T54_P199,b'an,"xinb'ane' witiin,+",Hice mi baño.
Mujer-con-nawal,T54_P208,ij,in xinok chij b'anik witin+,Yo empecé a bañarme.
Mujer-con-nawal,T54_P208,b'an,in xinok chij b'anik witin+,Yo empecé a bañarme.
Mujer-con-nawal,T54_P213,xut,"Tonses xkan xutsaj laj, laj, laj...+",Entonces la dejarón despreciada en en en en.
Mujer-con-nawal,T54_P214,ij,k'ixijsaj re.+,Mucho le dijerón a ella.
Mujer-con-nawal,T54_P216,i'l,at ati'lw neen taye'chqe punrat.+,Allí vos miras que nos vas a dar mas tarde.
Mujer-con-nawal,T54_P216,ye',at ati'lw neen taye'chqe punrat.+,Allí vos miras que nos vas a dar mas tarde.
Mujer-con-nawal,T54_P217,ye',"Neen, neen qa neen ka' rikiil qaw taye'w xu'tzaj.+",Que que que nos vas a dar de comida le dijerón.
Mujer-con-nawal,T54_P217,u'tza,"Neen, neen qa neen ka' rikiil qaw taye'w xu'tzaj.+",Que que que nos vas a dar de comida le dijerón.
Mujer-con-nawal,T54_P223,ta',"Xaq derefente xta' juun, jun ra mutzaj re.+",Solo derrepente encontro un su monton de.
Mujer-con-nawal,T54_P233,tz'aq,Xtz'aqmaj xtz'aqmaj.+,Termino de hacer.
Mujer-con-nawal,T54_P233,tz'aq,Xtz'aqmaj xtz'aqmaj.+,Termino de hacer.
Mujer-con-nawal,T54_P234,nek',I despwes neen la' xnek'b'ej.+,Y despues que uso para pegarlo.
Mujer-con-nawal,T54_P235,nek',"La' tra saneb' re, ra ja' xnek'b'ej rib'.+",Con las harenas del rio se pego.
Mujer-con-nawal,T54_P236,nek',Baay xnek'b'ej rib'.+,Baya termino de pegarlo.
Mujer-con-nawal,T54_P238,en,Baay xaq derepent xentaj li jwi'l.+,Baya solo derepente termino de hacerlo.
Mujer-con-nawal,T54_P239,koj,"Baay ta' chki' tkojon chuch jqaaj,+",Baya no obedece a su papá.
Mujer-con-nawal,T54_P240,koj,"ta' chki' tkojon chuch jtiit'...,+",No obedece a su abuela.
Mujer-con-nawal,T54_P245,en,"Xaq derepente mejor loke xen,+",Solo derepente lo que hizo.
Mujer-con-nawal,T54_P250,ij,I xaq derepente xijsaj re.+,Y solo derepente le dijeron a ella.
Mujer-con-nawal,T54_P251,koj,Bwen lajori ta' xatkojon chuch anaan.+,Bueno ahora no obedecistes frente de tu mamá.
Mujer-con-nawal,T54_P252,koj,Ta' xatkojon chuch at taat.+,No obedecistes frente de tú papá. (obedecer)
Mujer-con-nawal,T54_P255,ij,"Juntir loke xijsaj chawe,+",Todo lo que le dijeron.
Mujer-con-nawal,T54_P266,en,Aruk' ree' xen bolber+,Entonces se volvió.
Mujer-con-nawal,T54_P277,ij,baay derepente xijsaj re.+,Baya derrepente le dijeron a ella.
Mujer-con-nawal,T54_P279,ij,xaq derepente xijsaj re.+,Solo derrepente le dijeron a ella.
Mujer-con-nawal,T54_P297,ya',"Toos ati' ri atyaw swerte,+",Entonces sos vos quien dara la suerte.
Mujer-con-nawal,T54_P298,ya',"ati' ri atya'w partun re, re k'ojol taq wunaq.+",Sos la que les das la suerte y fortuna a los jóvenes.
Mujer-con-nawal,T54_P301,b'ochi,"tb'ochijtaq wi', wi', wi', wi', wi' kwalkyer wunaq.+",Cuando los cortejean hay hay hay hay hay hay cualquier hombre. (por)
Mujer-con-nawal,T54_P304,b'och,I si wi' jun wunaq aat b'ochin.+,Y si hay un hombre que tú te cortejea o cantinea.
Mujer-con-nawal,T54_P305,b'och,Toos aat atb'ochin.+,Entonces tú vas a cantinear.
Mujer-con-nawal,T54_P308,b'och,tich'opiin man wunaq ke atb'ochin.+,Brinca ese hombre que te esta cantineando.
Mujer-con-nawal,T54_P311,taw,ri titaw pcha' jun ajtzoo'.+,Y llega como un chompipe.
Mujer-con-nawal,T54_P312,taw,"Titaw pcha' jun ajtzoo',+",Llega como un chompipe.
Mujer-con-nawal,T54_P313,taw,b'an antonses ya si xtaw pcha' jun ajtzoo'.+,Hacer entonces ya si llego como un chompipe.
Mujer-con-nawal,T54_P323,taw,I titaw jun li baay.+,Y llega uno entonces vaya.
Mujer-con-nawal,T54_P325,b'iti,i el ke neen xb'itiw b'i ra li.+,Y el quien lo levanto ese es.
Mujer-con-nawal,T54_P330,ye',"Tkan ye'saj re jb'ij Lu... jb'ij b'uuq,+",Se deja el nombrecito guadalupe su nombre siguamonta.
Un hombre cazador,T56_P3,bolber,re tren bolber ka'n.+,Él se vuelve animal.
Un hombre cazador,T56_P9,taw,"Kond titaw kask re tren bolber jun koj,+",Cuando llega casi que él se vuelve un león.
Un hombre cazador,T56_P9,bolber,"Kond titaw kask re tren bolber jun koj,+",Cuando llega casi que él se vuelve un león.
Un hombre cazador,T56_P11,bolber,I kwand tipet tren bolber jun koj+,Y cuando viene se vuelve un león.
Un hombre cazador,T56_P22,ta',Re xta' juj moo puwes+,Él encontro un su modo pues.
Un hombre cazador,T56_P32,pongamos,despwes tren chik bolber pongamos kristyan.+,Despues se vuele pongamos persona.
Un hombre cazador,T56_P42,b'an,"A chilamiyer iin chi rifle tinb'an,+",A chix la mierda yo con rifle los hago.
Un hombre cazador,T56_P48,kasar,"neen moo tren kasar re, re.+",Como hace él para cazar.
Un hombre cazador,T56_P55,k'am,Tawen i... tak'am b'i amorral ta'k'ex re'+,Esta bien y llevas tu morral derepente.
Un hombre cazador,T56_P56,taw,i kabal xtaw taq+,Y cabal llegaro.
Un hombre cazador,T56_P59,qas,"xqasaaj jmorral juntir,+",Bajó su morral y todo.
Un hombre cazador,T56_P61,b'ij,"Antons tinb'ij chawe aat,+",Entonces te lo dijo a vos.
Un hombre cazador,T56_P67,cha',cha' re cha'.+,Le dijo él dice.
Un hombre cazador,T56_P68,b'an,Tinb'an bolber man koj+,Me buelvo como león.
Un hombre cazador,T56_P68,bolber,Tinb'an bolber man koj+,Me buelvo como león.
Un hombre cazador,T56_P69,pogam,"i despwes pongam tinchepe' tra benad jinon li,+",Y despues pongamos agarro los venados por aquí.
Un hombre cazador,T56_P69,chep,"i despwes pongam tinchepe' tra benad jinon li,+",Y despues pongamos agarro los venados por aquí.
Un hombre cazador,T56_P72,cha',cha' re cha'.+,Dijo él dice.
Un hombre cazador,T56_P73,bolber,Entons aat tab'an bolber koj aat.+,Entonces vos te vuelves león vos.
Un hombre cazador,T56_P75,k'am,"xaq tak'am jun koop,+",Solo te llevas una copa.
Un hombre cazador,T56_P77,tij,"Por si xaatij mas de jun koop,+",Por si tomas más de una copa.
Un hombre cazador,T56_P79,bolber,"Antons ta'chki' tab'an bolber kristyan,+",Entonces ya no te bas a volver persona.
Un hombre cazador,T56_P82,b'an,Entons por iin tinb'an rekomendar chawe+,Entonces pero yo te recomiendo.
Un hombre cazador,T56_P82,rekomendar,Entons por iin tinb'an rekomendar chawe+,Entonces pero yo te recomiendo.
Un hombre cazador,T56_P88,en,"Xpe man jun xen bolber koj,+",Vino ese otro se volvio león.
Un hombre cazador,T56_P88,bolber,"Xpe man jun xen bolber koj,+",Vino ese otro se volvio león.
Un hombre cazador,T56_P90,en,"saber neen moo orasyon xen taq re,+",Saber que modo la oración que le hicieron.
Un hombre cazador,T56_P92,en,xen chik bolber man jun chik.+,Se volvió el otro.
Un hombre cazador,T56_P96,cha',tcha' re cha'.+,Le dijo a él dice.
Un hombre cazador,T56_P104,te',despwes kabal xte' taq ra benad.+,Despues cabal encontraron al venadito.
Un hombre cazador,T56_P105,chep,"Xchep taq i kabal man jun,+",Lo agarraron y cabal el otro.
Un hombre cazador,T56_P107,tij,xpe re xtij komo tres+,Vino él se tomo como tres.
Un hombre cazador,T56_P111,ta',"xta' taq chik re man jun chik,+",Encontraron otro para el otro..
Un hombre cazador,T56_P113,tij,"I man jun chik xaq jun koop qe xtij,+",Y el otro solo una copa tomo.
Un hombre cazador,T56_P117,k'am,Despwes k'amolch man benad jwi'l aq chij qulaq.+,Despues traian el venado por ellos sobre el cuello.
Un hombre cazador,T56_P119,bolber,"xen taq bolber,+",Se hicierón volver.
Un hombre cazador,T56_P120,en,xpe man jun xen bolber.+,Vino el otro se volvió.
Un hombre cazador,T56_P120,bolber,xpe man jun xen bolber.+,Vino el otro se volvió.
Un hombre cazador,T56_P121,tij,"Kom jun koop qe xtij,+",Como una copa nada mas tomo.
Un hombre cazador,T56_P122,en,"xen bolber kom jun koop qe xtij,+",Se volvió como una copa nada mas tomo.
Un hombre cazador,T56_P122,bolber,"xen bolber kom jun koop qe xtij,+",Se volvió como una copa nada mas tomo.
Un hombre cazador,T56_P122,tij,"xen bolber kom jun koop qe xtij,+",Se volvió como una copa nada mas tomo.
Un hombre cazador,T56_P123,en,xen bolber kristyan.+,Se volvió persona.
Un hombre cazador,T56_P123,bolber,xen bolber kristyan.+,Se volvió persona.
Un hombre cazador,T56_P125,bolber,"i baa orasyon tintren ta' chiki' tkwin tren bolber kristyan,+","Y va de hacer oración hacía, ya no podía volver a ser gente."
Un hombre cazador,T56_P130,tij,"Neen chek xaatij mas,+",Porque tomastes más.
Un hombre cazador,T56_P141,bolber,Dyunabes xek' ta' chki' xen bolber kistyan.+,De una vez se fue ya no se volvió persona.
Un hombre cazador,T56_P143,k'am,xpe man jun kib' benad xk'amch man kristyan.+,Vino ese otro dos venados se trajo de las dos personas.
Un hombre cazador,T56_P144,sip,Despwes sipaj re man jun chik.+,Despues regalo del otro.
Un hombre cazador,T56_P148,sach,"I saber neen moo kabal xkan sachoq laq montañ,+",Y saber como cabal se perdio en las montñas.
Un hombre cazador,T56_P150,pongamos,"Pongamos re tijkojchaq pongamos mentiras chuch,+",Pongamos él ya esta mentiendo mentiras delante de ella pongamos.
Un hombre cazador,T56_P151,sach,kabal sach li montaña.+,Cabal se perdio en la montaña.
Un hombre cazador,T56_P163,ch'ab'e,"kabal wi' jun wunaq xch'ab'ej,+",Cabal hay un hombre lo hablo.
Un hombre cazador,T56_P165,taw,"Xtaw rk'i jun wunaq,+",Llego con un hombre.
Un hombre cazador,T56_P171,cha',cha' re cha'.+,Le dijo a él dice.
Un hombre cazador,T56_P175,tij,"i tpet tijtuqtije',+",Y viene a comerlos.
Un hombre cazador,T56_P182,ya',"Tinya' jun arifle,+",Te doy un tu rifle.
Un hombre cazador,T56_P193,bolber,man jun man tren bolber koj.+,ese uno que se vuelve león.
Un hombre cazador,T56_P196,en,"xen bolber koj xijye' welt kla' tijtije' maq wákix,+","Se bolvio león fue a dar vuelta allí para comer las vacas,"
Un hombre cazador,T56_P196,bolber,"xen bolber koj xijye' welt kla' tijtije' maq wákix,+","Se bolvio león fue a dar vuelta allí para comer las vacas,"
Un hombre cazador,T56_P196,welt,"xen bolber koj xijye' welt kla' tijtije' maq wákix,+","Se bolvio león fue a dar vuelta allí para comer las vacas,"
Un hombre cazador,T56_P207,en,"Xpe man jun xen bolber koj tamiyen,+",Vino aquel uno que se volvió león también.
Un hombre cazador,T56_P207,bolber,"Xpe man jun xen bolber koj tamiyen,+",Vino aquel uno que se volvió león también.
Un hombre cazador,T56_P208,tronar,puta i baa tren tronar je'aq tijich' chi rii.+,Puta y hacen tronar sus colas de traz de ellos.
Un hombre cazador,T56_P208,jich',puta i baa tren tronar je'aq tijich' chi rii.+,Puta y hacen tronar sus colas de traz de ellos.
Un hombre cazador,T56_P211,k'am,Put keske man jun k'omol man rifl jwil.+,Puta que si que ese otro llevava ese rifle.
Un hombre cazador,T56_P214,en,kond xen bolber kistyan.+,Cuando se volvió persona.
Un hombre cazador,T56_P214,bolber,kond xen bolber kistyan.+,Cuando se volvió persona.
Un hombre cazador,T56_P215,maj,Kwand xmaj chi plomas kare'+,Cuando agarró a plomazos.
Un hombre cazador,T56_P219,en,saber nemoo xen bnolber kistyan xkamsaj.+,Saber como se volvió persona y lo mato.
Un hombre cazador,T56_P220,taw,"I despwes xtaw man wunaq,+",Y despues llego ese hombre.
Un hombre cazador,T56_P225,cha',cha' re cha'.+,Le dijo a él dice.
Un hombre cazador,T56_P226,ta',"Put iin xinta' kom kib' koj xpe taq chawij,+",Puta yo escuche como dos leónes se vinieron atras de vos.
Un hombre cazador,T56_P232,ya',"I lajori tinya' b'i,+",Y ahora te boy dar.
Un hombre cazador,T56_P233,ya',tinya' b'i saber jurub' wákix sipaj re.+,"Te doy, saber cuantas vaca le regalo a él."
Un hombre cazador,T56_P233,sipa,tinya' b'i saber jurub' wákix sipaj re.+,"Te doy, saber cuantas vaca le regalo a él."
Un hombre cazador,T56_P235,an,"ljori xana' salbar inwákix,+",Ahora me salvastes mis vacas.
Un hombre cazador,T56_P237,k'am,"Tawen xk'amch,+",Esta bien se lo trajo.
Un hombre cazador,T56_P239,ye',"Despwes xye' kib',+",Despues le dio dos.
Un hombre cazador,T56_P244,en,despwes re xen seguir jinon li.+,Despues él siguió asi.
Un hombre cazador,T56_P244,seguir,despwes re xen seguir jinon li.+,Despues él siguió asi.
Hombre-pobre y hombre-rico,T55_P8,ij,"i saber nemo xij man komadr riko,+",Y saber como dijo la comadre rico.
Hombre-pobre y hombre-rico,T55_P21,k'am,"Kompadr k'am b'i ab'aj ta' ye' li,+",compadre lleve piedras lo llevas alla.
Hombre-pobre y hombre-rico,T55_P27,qej,Tawen xqejb'i jkwa'y re xek'.+,Esta bien presto caballo y se fue.
Hombre-pobre y hombre-rico,T55_P28,taw,"I ke si ke kwand xtaw k'is kompadr jali k'is kompadr pobr,+",Y que si que cuando llegó él compadre él compadre pobre.
Hombre-pobre y hombre-rico,T55_P29,k'am,nimyerd ta' tk'am ab'aj.+,Ni mierda no se compra las piedras.
Hombre-pobre y hombre-rico,T55_P30,k'am,I ta' tik'amsaj ab'aj+,Y no se venden las piedras.
Hombre-pobre y hombre-rico,T55_P31,pensar,"i baa xok re pensar,+",Y baya empezo a penzar.
Hombre-pobre y hombre-rico,T55_P33,k'ex,"Man kompadr xna' k'ex chwe,+",Ése compadre me hizo daño.
Hombre-pobre y hombre-rico,T55_P34,ij,neej chak xij chwe ke tik'amsaj ab'aj+,Por que me dijo que si se venden las piedras.
Hombre-pobre y hombre-rico,T55_P34,k'am,neej chak xij chwe ke tik'amsaj ab'aj+,Por que me dijo que si se venden las piedras.
Hombre-pobre y hombre-rico,T55_P35,k'am,"i lojori ta' chiki' tk'amsaj,+",Y ahora no se vende.
Hombre-pobre y hombre-rico,T55_P37,ij,Antons xpee re xij+,Entonces vino él dijo.
Hombre-pobre y hombre-rico,T55_P47,k'am,"ta', ta' inswetr xink'amch+",No tengo sueter traje ( no traje sueter)
Hombre-pobre y hombre-rico,T55_P48,waaj,i chwaaj i chwaaj+,Y quiero y quiero.
